Mode,Month,State,Load Port,Species,End Use,Country, Quantity ,Year
Sea,Apr,QLD,Brisbane,Cattle,Feeder,Japan," 1,079 ",2018
Sea,Apr,NT,Darwin,Cattle,Feeder,Indonesia," 1,920 ",2018
Sea,Apr,NT,Darwin,Cattle,Feeder,Indonesia, 600 ,2018
Sea,Apr,QLD,Townsville,Cattle,Slaughter,Vietnam," 2,381 ",2018
Air,Apr,SA,Adelaide,Sheep,Slaughter,Malaysia, 555 ,2018
Air,Apr,SA,Adelaide,Goats,Slaughter,Malaysia, 757 ,2018
Air,Apr,NSW,Sydney,Cattle,Breeder,Indonesia, 350 ,2018
Sea,Apr,QLD,Townsville,Cattle,Slaughter,Vietnam," 1,547 ",2018
Sea,Apr,NT,Darwin,Cattle,Feeder,Vietnam," 1,500 ",2018
Sea,Apr,NT,Darwin,Cattle,Slaughter,Vietnam," 1,516 ",2018
Sea,Apr,VIC,Portland,Cattle,Breeder,China," 4,000 ",2018
Air,Apr,SA,Adelaide,Cattle,Breeder,Malaysia, 21 ,2018
Air,Apr,SA,Adelaide,Sheep,Breeder,Malaysia, 10 ,2018
Air,Apr,SA,Adelaide,Sheep,Slaughter,Malaysia," 1,195 ",2018
Air,Apr,SA,Adelaide,Goats,Slaughter,Malaysia, 315 ,2018
Air,Apr,SA,Adelaide,Cattle,Slaughter,Malaysia, 135 ,2018
Sea,Apr,NT,Darwin,Cattle,Feeder,Indonesia," 5,336 ",2018
Sea,Apr,NT,Darwin,Cattle,Feeder,Indonesia," 1,968 ",2018
Sea,Apr,WA,Fremantle,Cattle,Feeder,Russia," 1,375 ",2018
Sea,Apr,NT,Darwin,Buffalo,Slaughter,Vietnam, 61 ,2018
Sea,Apr,NT,Darwin,Cattle,Slaughter,Vietnam," 2,056 ",2018
Sea,Apr,WA,Broome,Cattle,Feeder,Indonesia," 2,840 ",2018
Sea,Apr,NT,Darwin,Cattle,Feeder,Indonesia," 2,421 ",2018
Sea,Apr,NT,Darwin,Buffalo,Feeder,Indonesia, 387 ,2018
Air,Apr,NSW,Sydney,Goats,Breeder,Indonesia, 50 ,2018
Sea,Apr,QLD,Townsville,Cattle,Slaughter,Vietnam," 2,424 ",2018
Air,Apr,VIC,Melbourne,Goats,Breeder,Nepal, 32 ,2018
Air,Apr,NSW,Sydney,Goats,Breeder,Sabah, 870 ,2018
Air,Apr,NSW,Sydney,Cattle,Breeder,Sabah, 161 ,2018
Sea,Apr,NT,Darwin,Cattle,Feeder,Indonesia," 1,145 ",2018
Sea,Apr,NT,Darwin,Cattle,Feeder,Indonesia," 4,026 ",2018
Sea,Apr,NT,Darwin,Cattle,Feeder,Indonesia," 1,032 ",2018
Sea,Apr,VIC,Portland,Cattle,Breeder,China," 2,269 ",2018
Sea,Apr,WA,Wyndham,Cattle,Productive,Indonesia, 324 ,2018
Sea,Apr,WA,Wyndham,Cattle,Feeder,Indonesia," 2,313 ",2018
Sea,Apr,SA,Port Adelaide,Sheep,Slaughter,Jordan," 23,278 ",2018
Sea,Apr,SA,Port Adelaide,Cattle,Feeder,Israel," 1,409 ",2018
Sea,Apr,WA,Fremantle,Sheep,Slaughter,Kuwait," 3,725 ",2018
Sea,Apr,WA,Fremantle,Sheep,Slaughter,Kuwait," 19,619 ",2018
Sea,Apr,WA,Fremantle,Sheep,Slaughter,United Arab Emirates," 7,000 ",2018
Sea,Apr,WA,Fremantle,Sheep,Slaughter,Qatar," 35,000 ",2018
Sea,Apr,WA,Fremantle,Cattle,Slaughter,Qatar, 156 ,2018
Sea,Apr,WA,Fremantle,Cattle,Slaughter,Kuwait, 72 ,2018
Air,May,NSW,Sydney,Sheep,Slaughter,Malaysia, 400 ,2018
Sea,May,NT,Darwin,Cattle,Feeder,Philippines," 1,832 ",2018
Sea,May,WA,Fremantle,Sheep,Feeder,Israel," 11,600 ",2018
Sea,May,WA,Fremantle,Cattle,Feeder,Israel," 4,390 ",2018
Sea,May,WA,Fremantle,Sheep,Slaughter,Jordan," 27,790 ",2018
Sea,May,WA,Fremantle,Sheep,Slaughter,Oman," 15,326 ",2018
Air,May,NSW,Sydney,Goats,Breeder,Bangladesh, 136 ,2018
Air,May,NSW,Sydney,Sheep,Breeder,Bangladesh, 157 ,2018
Air,May,NSW,Sydney,Cattle,Breeder,Bangladesh, 75 ,2018
Sea,May,NT,Darwin,Cattle,Slaughter,Sarawak," 1,110 ",2018
Sea,May,QLD,Townsville,Cattle,Slaughter,Vietnam," 4,029 ",2018
Sea,May,NT,Darwin,Cattle,Feeder,Indonesia," 1,065 ",2018
Sea,May,NT,Darwin,Cattle,Feeder,Indonesia," 2,923 ",2018
Sea,May,NT,Darwin,Cattle,Slaughter,Vietnam," 1,733 ",2018
Air,May,WA,Perth,Cattle,Breeder,Japan, 280 ,2018
Air,May,NSW,Sydney,Cattle,Breeder,Malaysia, 95 ,2018
Sea,May,WA,Broome,Cattle,Slaughter,Vietnam," 4,306 ",2018
Sea,May,QLD,Townsville,Cattle,Slaughter,Vietnam," 2,415 ",2018
Air,May,NSW,Sydney,Goats,Breeder,Malaysia, 57 ,2018
Sea,May,NT,Darwin,Cattle,Feeder,Indonesia," 1,999 ",2018
Sea,May,NT,Darwin,Buffalo,Slaughter,Malaysia, 150 ,2018
Sea,May,NT,Darwin,Cattle,Slaughter,Malaysia, 974 ,2018
Sea,May,SA,Port Adelaide,Sheep,Slaughter,Kuwait," 16,208 ",2018
Sea,May,SA,Port Adelaide,Sheep,Slaughter,Qatar," 35,000 ",2018
Sea,May,SA,Port Adelaide,Sheep,Slaughter,United Arab Emirates," 6,000 ",2018
Sea,May,SA,Port Adelaide,Cattle,Slaughter,Kuwait, 75 ,2018
Sea,May,NT,Darwin,Buffalo,Slaughter,Vietnam, 64 ,2018
Sea,May,NT,Darwin,Cattle,Slaughter,Vietnam," 1,812 ",2018
Sea,May,WA,Broome,Cattle,Slaughter,Malaysia," 2,145 ",2018
Sea,May,WA,Broome,Cattle,Feeder,Indonesia," 9,015 ",2018
Sea,May,WA,Fremantle,Cattle,Slaughter,Vietnam," 2,410 ",2018
Sea,May,NT,Darwin,Cattle,Feeder,Indonesia," 5,392 ",2018
Air,May,VIC,Melbourne,Cattle,Breeder,Sri Lanka, 246 ,2018
Air,May,NSW,Sydney,Cattle,Breeder,Japan, 345 ,2018
Sea,May,WA,Fremantle,Cattle,Slaughter,China," 1,799 ",2018
Sea,May,WA,Fremantle,Sheep,Slaughter,United Arab Emirates," 2,100 ",2018
Sea,May,WA,Fremantle,Sheep,Slaughter,Kuwait," 9,809 ",2018
Sea,May,WA,Fremantle,Cattle,Slaughter,United Arab Emirates, 32 ,2018
Sea,May,WA,Fremantle,Cattle,Slaughter,Qatar, 156 ,2018
Sea,May,NT,Darwin,Cattle,Feeder,Indonesia," 2,352 ",2018
Sea,May,NT,Darwin,Cattle,Feeder,Indonesia," 3,539 ",2018
Sea,May,WA,Broome,Cattle,Feeder,Indonesia," 2,903 ",2018
Sea,May,NT,Darwin,Cattle,Feeder,Vietnam," 1,895 ",2018
Sea,May,QLD,Townsville,Cattle,Slaughter,Vietnam," 2,326 ",2018
Air,May,NSW,Sydney,Goats,Slaughter,Malaysia, 580 ,2018
Air,May,NSW,Sydney,Sheep,Slaughter,Malaysia, 52 ,2018
Sea,May,QLD,Brisbane,Cattle,Feeder,Japan, 90 ,2018
Sea,May,QLD,Brisbane,Cattle,Feeder,Japan, 360 ,2018
Sea,May,QLD,Brisbane,Cattle,Feeder,Japan," 1,050 ",2018
Air,May,NSW,Sydney,Cattle,Breeder,Malaysia, 126 ,2018
Air,May,NSW,Sydney,Cattle,Breeder,Indonesia, 200 ,2018
Sea,May,NT,Darwin,Cattle,Feeder,Indonesia," 2,007 ",2018
Sea,May,VIC,Portland,Cattle,Breeder,China," 6,518 ",2018
Air,May,NSW,Sydney,Goats,Breeder,Thailand, 96 ,2018
Air,May,NSW,Sydney,Sheep,Slaughter,Malaysia, 493 ,2018
Sea,May,NT,Darwin,Cattle,Feeder,Indonesia," 3,466 ",2018
Sea,May,NT,Darwin,Buffalo,Feeder,Indonesia, 520 ,2018
Sea,May,NT,Darwin,Cattle,Productive,Indonesia, 261 ,2018
Sea,May,NT,Darwin,Cattle,Feeder,Indonesia," 1,106 ",2018
Air,May,VIC,Melbourne,Goats,Breeder,China," 1,280 ",2018
Sea,May,NT,Darwin,Buffalo,Feeder,Malaysia, 400 ,2018
Sea,May,NT,Darwin,Cattle,Slaughter,Malaysia," 2,025 ",2018
Air,May,SA,Adelaide,Goats,Slaughter,Malaysia, 758 ,2018
Air,May,SA,Adelaide,Sheep,Slaughter,Malaysia, 443 ,2018
Sea,May,WA,Fremantle,Cattle,Slaughter,China," 3,180 ",2018
Sea,May,NT,Darwin,Buffalo,Slaughter,Vietnam, 483 ,2018
Sea,May,NT,Darwin,Cattle,Feeder,Vietnam, 330 ,2018
Sea,May,NT,Darwin,Cattle,Slaughter,Vietnam, 973 ,2018
Sea,May,NT,Darwin,Cattle,Feeder,Indonesia," 3,184 ",2018
Sea,May,WA,Fremantle,Cattle,Feeder,Turkey," 3,008 ",2018
Sea,May,WA,Fremantle,Sheep,Slaughter,Turkey," 68,039 ",2018
Sea,Jun,NT,Darwin,Cattle,Feeder,Indonesia," 6,559 ",2018
Sea,Jun,NT,Darwin,Cattle,Feeder,Indonesia," 1,866 ",2018
Sea,Jun,QLD,Townsville,Cattle,Slaughter,Vietnam," 3,741 ",2018
Sea,Jun,WA,Fremantle,Cattle,Slaughter,China," 2,031 ",2018
Air,Jun,VIC,Melbourne,Cattle,Breeder,Japan, 350 ,2018
Sea,Jun,NT,Darwin,Cattle,Slaughter,Vietnam," 1,700 ",2018
Sea,Jun,NT,Darwin,Cattle,Feeder,Vietnam, 219 ,2018
Sea,Jun,VIC,Portland,Cattle,Slaughter,China," 2,540 ",2018
Sea,Jun,NT,Darwin,Cattle,Feeder,Indonesia," 1,999 ",2018
Air,Jun,WA,Perth,Sheep,Slaughter,Malaysia," 1,205 ",2018
Air,Jun,WA,Perth,Goats,Slaughter,Malaysia, 54 ,2018
Air,Jun,WA,Perth,Goats,Breeder,Malaysia, 20 ,2018
Sea,Jun,WA,Fremantle,Sheep,Slaughter,Kuwait," 30,428 ",2018
Sea,Jun,WA,Fremantle,Cattle,Slaughter,Kuwait, 72 ,2018
Sea,Jun,WA,Fremantle,Sheep,Slaughter,United Arab Emirates," 7,000 ",2018
Sea,Jun,WA,Fremantle,Cattle,Slaughter,United Arab Emirates, 32 ,2018
Sea,Jun,WA,Fremantle,Sheep,Slaughter,Qatar," 20,000 ",2018
Sea,Jun,NT,Darwin,Cattle,Feeder,Indonesia," 3,688 ",2018
Sea,Jun,QLD,Townsville,Cattle,Slaughter,Vietnam," 1,693 ",2018
Sea,Jun,WA,Fremantle,Sheep,Feeder,Israel," 9,227 ",2018
Sea,Jun,WA,Fremantle,Cattle,Feeder,Israel," 3,695 ",2018
Air,Jun,NSW,Sydney,Cattle,Breeder,Sabah, 250 ,2018
Air,Jun,NSW,Sydney,Goats,Breeder,Sabah, 130 ,2018
Air,Jun,NSW,Sydney,Sheep,Breeder,Sabah, 172 ,2018
Sea,Jun,NT,Darwin,Cattle,Feeder,Indonesia," 1,790 ",2018
Sea,Jun,NT,Darwin,Cattle,Productive,Indonesia, 192 ,2018
Sea,Jun,VIC,Portland,Cattle,Slaughter,China," 1,949 ",2018
Sea,Jun,VIC,Portland,Cattle,Breeder,China," 3,232 ",2018
Sea,Jun,NT,Darwin,Cattle,Slaughter,Vietnam," 1,294 ",2018
Air,Jun,NSW,Sydney,Cattle,Breeder,Indonesia, 50 ,2018
Sea,Jun,NT,Darwin,Buffalo,Feeder,Malaysia, 289 ,2018
Sea,Jun,NT,Darwin,Cattle,Slaughter,Malaysia," 2,238 ",2018
Sea,Jun,NT,Darwin,Cattle,Feeder,Indonesia, 720 ,2018
Sea,Jun,NT,Darwin,Cattle,Slaughter,Brunei Darussalam, 893 ,2018
Sea,Jun,QLD,Townsville,Cattle,Feeder,Indonesia," 6,415 ",2018
Sea,Jun,NT,Darwin,Cattle,Productive,Indonesia, 38 ,2018
Sea,Jun,NT,Darwin,Cattle,Feeder,Indonesia," 3,744 ",2018
Sea,Jun,NT,Darwin,Cattle,Slaughter,Vietnam," 2,248 ",2018
Sea,Jun,NT,Darwin,Cattle,Feeder,Indonesia," 2,661 ",2018
Air,Jun,NSW,Sydney,Sheep,Slaughter,Malaysia, 321 ,2018
Air,Jun,NSW,Sydney,Goats,Breeder,Malaysia, 50 ,2018
Air,Jun,NSW,Sydney,Sheep,Slaughter,Malaysia, 550 ,2018
Sea,Jun,QLD,Karumba,Cattle,Feeder,Indonesia," 1,834 ",2018
Sea,Jun,NT,Darwin,Buffalo,Slaughter,Vietnam, 405 ,2018
Sea,Jun,NT,Darwin,Cattle,Feeder,Vietnam," 1,522 ",2018
Sea,Jun,QLD,Townsville,Cattle,Slaughter,Vietnam," 2,439 ",2018
Air,Jun,NSW,Sydney,Goats,Breeder,Indonesia, 81 ,2018
Air,Jun,NSW,Sydney,Sheep,Breeder,Indonesia, 355 ,2018
Sea,Jun,WA,Broome,Cattle,Productive,Indonesia, 185 ,2018
Sea,Jun,WA,Broome,Cattle,Feeder,Indonesia," 5,876 ",2018
Air,Jun,NSW,Sydney,Goats,Breeder,Nepal, 30 ,2018
Air,Jun,VIC,Melbourne,Goats,Breeder,New Zealand, 11 ,2018
Air,Jun,VIC,Melbourne,Sheep,Breeder,United Arab Emirates, 74 ,2018
Sea,Jun,VIC,Portland,Cattle,Breeder,China," 3,185 ",2018
Air,Jun,NSW,Sydney,Goats,Breeder,Malaysia, 345 ,2018
Sea,Jun,NT,Darwin,Cattle,Feeder,Indonesia," 3,833 ",2018
Sea,Jun,QLD,Townsville,Cattle,Feeder,Indonesia," 3,368 ",2018
Sea,Jun,NT,Darwin,Cattle,Breeder,Philippines," 1,341 ",2018
Sea,Jun,NT,Darwin,Cattle,Feeder,Philippines," 2,660 ",2018
Sea,Jul,NT,Darwin,Cattle,Feeder,Indonesia," 2,139 ",2018
Sea,Jul,NT,Darwin,Buffalo,Feeder,Indonesia, 254 ,2018
Sea,Jul,QLD,Townsville,Cattle,Feeder,Indonesia," 6,408 ",2018
Sea,Jul,NT,Darwin,Cattle,Feeder,Indonesia," 5,004 ",2018
Air,Jul,NSW,Sydney,Goats,Slaughter,Malaysia, 223 ,2018
Air,Jul,NSW,Sydney,Sheep,Slaughter,Malaysia," 1,122 ",2018
Sea,Jul,NT,Darwin,Cattle,Feeder,Indonesia, 319 ,2018
Sea,Jul,QLD,Brisbane,Cattle,Feeder,Japan, 90 ,2018
Air,Jul,NSW,Sydney,Cattle,Breeder,Thailand, 57 ,2018
Sea,Jul,NT,Darwin,Cattle,Productive,Indonesia, 354 ,2018
Sea,Jul,NT,Darwin,Cattle,Feeder,Indonesia," 1,143 ",2018
Sea,Jul,QLD,Brisbane,Cattle,Feeder,Japan, 900 ,2018
Sea,Jul,QLD,Brisbane,Cattle,Feeder,Japan, 330 ,2018
Sea,Jul,NT,Darwin,Cattle,Feeder,Indonesia," 6,382 ",2018
Sea,Jul,VIC,Portland,Cattle,Slaughter,China," 2,192 ",2018
Sea,Jul,NT,Darwin,Buffalo,Slaughter,Vietnam, 101 ,2018
Sea,Jul,NT,Darwin,Cattle,Slaughter,Vietnam," 1,070 ",2018
Air,Jul,NSW,Sydney,Cattle,Breeder,Indonesia, 344 ,2018
Sea,Jul,NT,Darwin,Cattle,Feeder,Indonesia," 4,007 ",2018
Sea,Jul,NT,Darwin,Cattle,Feeder,Indonesia," 2,165 ",2018
Sea,Jul,NT,Darwin,Cattle,Feeder,Indonesia," 3,192 ",2018
Sea,Jul,NT,Darwin,Cattle,Slaughter,Vietnam," 1,251 ",2018
Sea,Jul,NT,Darwin,Cattle,Feeder,Philippines," 1,597 ",2018
Air,Jul,NSW,Sydney,Cattle,Breeder,Malaysia, 94 ,2018
Sea,Jul,QLD,Townsville,Cattle,Slaughter,Vietnam," 1,644 ",2018
Sea,Jul,WA,Broome,Cattle,Feeder,Indonesia," 2,661 ",2018
Air,Jul,NSW,Sydney,Cattle,Breeder,Indonesia, 355 ,2018
Air,Jul,NSW,Sydney,Cattle,Breeder,Indonesia, 65 ,2018
Sea,Jul,QLD,Townsville,Cattle,Slaughter,Vietnam," 2,388 ",2018
Sea,Jul,NT,Darwin,Cattle,Feeder,Indonesia," 3,767 ",2018
Sea,Jul,WA,Broome,Cattle,Feeder,Indonesia," 1,800 ",2018
Sea,Jul,QLD,Townsville,Cattle,Slaughter,Vietnam," 3,866 ",2018
Sea,Jul,VIC,Portland,Cattle,Breeder,China," 3,705 ",2018
Sea,Jul,NT,Darwin,Cattle,Slaughter,Vietnam," 2,271 ",2018
Sea,Jul,NT,Darwin,Cattle,Feeder,Indonesia," 6,959 ",2018
Sea,Jul,WA,Broome,Cattle,Feeder,Indonesia," 3,250 ",2018
Sea,Jul,QLD,Townsville,Cattle,Feeder,Indonesia," 6,309 ",2018
Sea,Jul,WA,Broome,Cattle,Feeder,Indonesia," 2,914 ",2018
Sea,Jul,NT,Darwin,Buffalo,Slaughter,Vietnam, 146 ,2018
Sea,Jul,NT,Darwin,Cattle,Slaughter,Vietnam," 1,986 ",2018
Air,Jul,NSW,Sydney,Goats,Breeder,Sabah," 1,051 ",2018
Air,Jul,NSW,Sydney,Sheep,Breeder,Sabah, 360 ,2018
Air,Jul,VIC,Melbourne,Goats,Breeder,Singapore, 35 ,2018
Sea,Jul,NT,Darwin,Cattle,Feeder,Vietnam," 1,000 ",2018
Sea,Jul,NT,Darwin,Cattle,Slaughter,Vietnam," 1,411 ",2018
Sea,Jul,NT,Darwin,Cattle,Feeder,Indonesia," 2,568 ",2018
Air,Aug,NSW,Sydney,Goats,Breeder,Nepal, 30 ,2018
Air,Aug,VIC,Melbourne,Goats,Breeder,Thailand, 56 ,2018
Sea,Aug,VIC,Portland,Cattle,Breeder,China," 3,975 ",2018
Sea,Aug,QLD,Karumba,Cattle,Feeder,Indonesia," 1,825 ",2018
Sea,Aug,NT,Darwin,Buffalo,Slaughter,Brunei Darussalam, 417 ,2018
Sea,Aug,NT,Darwin,Cattle,Slaughter,Brunei Darussalam, 365 ,2018
Sea,Aug,NT,Darwin,Cattle,Feeder,Indonesia, 950 ,2018
Sea,Aug,NT,Darwin,Cattle,Feeder,Indonesia," 4,775 ",2018
Sea,Aug,NT,Darwin,Cattle,Feeder,Indonesia," 1,618 ",2018
Sea,Aug,NT,Darwin,Buffalo,Feeder,Indonesia, 300 ,2018
Sea,Aug,NT,Darwin,Cattle,Feeder,Indonesia," 1,536 ",2018
Sea,Aug,QLD,Brisbane,Cattle,Feeder,Japan, 90 ,2018
Sea,Aug,QLD,Brisbane,Cattle,Feeder,Japan, 300 ,2018
Sea,Aug,WA,Broome,Cattle,Feeder,Indonesia, 502 ,2018
Sea,Aug,QLD,Brisbane,Cattle,Feeder,Japan, 960 ,2018
Sea,Aug,WA,Broome,Cattle,Feeder,Indonesia," 5,686 ",2018
Sea,Aug,NT,Darwin,Cattle,Feeder,Indonesia," 2,441 ",2018
Sea,Aug,NT,Darwin,Cattle,Feeder,Indonesia," 2,733 ",2018
Sea,Aug,NT,Darwin,Cattle,Feeder,Indonesia, 360 ,2018
Sea,Aug,QLD,Townsville,Cattle,Feeder,Indonesia," 19,057 ",2018
Sea,Aug,NT,Darwin,Cattle,Feeder,Indonesia," 4,014 ",2018
Sea,Aug,WA,Wyndham,Cattle,Feeder,Indonesia," 2,644 ",2018
Sea,Aug,QLD,Townsville,Cattle,Slaughter,Vietnam," 2,455 ",2018
Sea,Aug,QLD,Townsville,Cattle,Slaughter,Vietnam," 2,333 ",2018
Sea,Aug,QLD,Townsville,Cattle,Slaughter,Vietnam," 1,848 ",2018
Sea,Aug,QLD,Townsville,Cattle,Feeder,Indonesia," 6,489 ",2018
Sea,Aug,WA,Fremantle,Cattle,Slaughter,China," 2,190 ",2018
Sea,Aug,NT,Darwin,Cattle,Feeder,Indonesia," 3,390 ",2018
Sea,Aug,QLD,Townsville,Cattle,Slaughter,Vietnam," 3,693 ",2018
Sea,Aug,NT,Darwin,Cattle,Feeder,Indonesia," 3,228 ",2018
Sea,Aug,WA,Broome,Cattle,Feeder,Indonesia," 2,464 ",2018
Air,Aug,WA,Perth,Sheep,Slaughter,Singapore," 1,962 ",2018
Sea,Aug,WA,Broome,Cattle,Feeder,Indonesia," 1,197 ",2018
Sea,Aug,WA,Broome,Cattle,Feeder,Vietnam," 2,314 ",2018
Air,Aug,WA,Perth,Sheep,Slaughter,Singapore," 1,962 ",2018
Air,Aug,VIC,Melbourne,Sheep,Breeder,China, 88 ,2018
Air,Aug,VIC,Melbourne,Goats,Breeder,China, 643 ,2018
Air,Aug,NSW,Sydney,Goats,Breeder,Malaysia, 315 ,2018
Sea,Aug,NT,Darwin,Buffalo,Slaughter,Vietnam, 487 ,2018
Sea,Aug,NT,Darwin,Cattle,Slaughter,Vietnam," 1,653 ",2018
Air,Aug,NSW,Sydney,Goats,Breeder,Russia, 11 ,2018
Air,Aug,NSW,Sydney,Sheep,Breeder,Russia, 2 ,2018
Sea,Aug,NT,Darwin,Cattle,Feeder,Indonesia," 2,073 ",2018
Sea,Aug,NT,Darwin,Cattle,Feeder,Indonesia, 461 ,2018
Sea,Aug,VIC,Geelong,Cattle,Breeder,China," 3,579 ",2018
Sea,Aug,NT,Darwin,Cattle,Feeder,Vietnam, 126 ,2018
Sea,Aug,NT,Darwin,Cattle,Slaughter,Vietnam," 1,003 ",2018
Sea,Aug,QLD,Karumba,Cattle,Feeder,Indonesia," 1,733 ",2018
Sea,Aug,VIC,Portland,Cattle,Breeder,China," 6,226 ",2018
Sea,Aug,WA,Broome,Cattle,Feeder,Indonesia," 2,647 ",2018
Sea,Aug,WA,Broome,Cattle,Slaughter,Vietnam," 1,514 ",2018
Air,Aug,SA,Adelaide,Sheep,Slaughter,Malaysia, 523 ,2018
Air,Aug,SA,Adelaide,Goats,Slaughter,Malaysia, 734 ,2018
Sea,Aug,QLD,Townsville,Cattle,Slaughter,Vietnam," 2,396 ",2018
Air,Aug,NSW,Sydney,Sheep,Slaughter,Malaysia, 640 ,2018
Sea,Sep,QLD,Townsville,Cattle,Slaughter,Vietnam," 4,985 ",2018
Air,Sep,SA,Adelaide,Sheep,Slaughter,Malaysia," 1,360 ",2018
Air,Sep,SA,Adelaide,Sheep,Breeder,Malaysia, 624 ,2018
Sea,Sep,NT,Darwin,Cattle,Feeder,Indonesia," 28,047 ",2018
Air,Sep,NSW,Sydney,Goats,Breeder,Philippines, 99 ,2018
Sea,Sep,NT,Darwin,Buffalo,Feeder,Malaysia, 296 ,2018
Sea,Sep,NT,Darwin,Cattle,Feeder,Malaysia," 2,347 ",2018
Air,Sep,VIC,Melbourne,Sheep,Slaughter,Malaysia," 1,079 ",2018
Air,Sep,VIC,Melbourne,Goats,Slaughter,Malaysia, 217 ,2018
Sea,Sep,VIC,Portland,Cattle,Breeder,China," 10,698 ",2018
Sea,Sep,WA,Broome,Cattle,Slaughter,Indonesia," 4,163 ",2018
Sea,Sep,WA,Broome,Cattle,Slaughter,Malaysia," 1,178 ",2018
Air,Sep,VIC,Melbourne,Buffalo,Breeder,Japan, 10 ,2018
Sea,Sep,QLD,Brisbane,Cattle,Feeder,Japan," 1,350 ",2018
Air,Sep,NSW,Sydney,Goats,Breeder,Thailand, 63 ,2018
Air,Sep,SA,Adelaide,Goats,Slaughter,Malaysia, 715 ,2018
Sea,Sep,NT,Darwin,Buffalo,Feeder,Indonesia, 752 ,2018
Sea,Sep,QLD,Karumba,Cattle,Feeder,Indonesia," 1,628 ",2018
Sea,Sep,QLD,Townsville,Cattle,Feeder,Indonesia," 18,405 ",2018
Sea,Sep,QLD,Townsville,Cattle,Productive,Indonesia, 312 ,2018
Sea,Sep,WA,Wyndham,Buffalo,Feeder,Indonesia, 199 ,2018
Sea,Sep,WA,Wyndham,Cattle,Feeder,Indonesia," 3,278 ",2018
Sea,Sep,NT,Darwin,Cattle,Slaughter,Brunei Darussalam, 799 ,2018
Sea,Sep,WA,Fremantle,Cattle,Feeder,Israel," 15,898 ",2018
Sea,Sep,NT,Darwin,Cattle,Slaughter,Vietnam," 2,009 ",2018
Air,Sep,VIC,Melbourne,Cattle,Breeder,Thailand, 6 ,2018
Air,Sep,WA,Perth,Sheep,Slaughter,Malaysia," 1,197 ",2018
Air,Sep,WA,Perth,Goats,Slaughter,Malaysia, 55 ,2018
Air,Sep,WA,Perth,Goats,Breeder,Malaysia, 15 ,2018
Sea,Sep,NT,Darwin,Cattle,Feeder,Philippines," 1,648 ",2018
Air,Sep,NSW,Sydney,Cattle,Breeder,Malaysia, 364 ,2018
Sea,Sep,WA,Fremantle,Sheep,Slaughter,Jordan," 21,337 ",2018
Air,Sep,VIC,Melbourne,Cattle,Breeder,Taiwan, 212 ,2018
Sea,Sep,WA,Port Hedland,Cattle,Feeder,Indonesia," 2,714 ",2018
Sea,Sep,WA,Fremantle,Cattle,Slaughter,China," 1,952 ",2018
Air,Oct,VIC,Melbourne,Cattle,Breeder,Indonesia, 242 ,2018
Sea,Oct,NT,Darwin,Cattle,Feeder,Indonesia," 23,986 ",2018
Air,Oct,NSW,Sydney,Cattle,Breeder,Malaysia, 319 ,2018
Sea,Oct,QLD,Townsville,Cattle,Slaughter,Vietnam," 14,440 ",2018
Air,Oct,NSW,Sydney,Goats,Breeder,Thailand, 56 ,2018
Sea,Oct,QLD,Townsville,Cattle,Feeder,Indonesia," 30,909 ",2018
Sea,Oct,VIC,Portland,Cattle,Breeder,China," 13,496 ",2018
Sea,Oct,NT,Darwin,Cattle,Feeder,Philippines," 1,404 ",2018
Sea,Oct,WA,Broome,Cattle,Breeder,Vietnam, 210 ,2018
Sea,Oct,WA,Broome,Cattle,Feeder,Vietnam," 1,853 ",2018
Air,Oct,SA,Adelaide,Alpacas,Breeder,Malaysia, 16 ,2018
Air,Oct,SA,Adelaide,Goats,Slaughter,Malaysia, 795 ,2018
Air,Oct,SA,Adelaide,Sheep,Slaughter,Malaysia," 1,753 ",2018
Air,Oct,SA,Adelaide,Cattle,Slaughter,Malaysia, 11 ,2018
Air,Oct,NSW,Sydney,Cattle,Breeder,Indonesia, 400 ,2018
Sea,Oct,WA,Broome,Cattle,Feeder,Indonesia," 15,972 ",2018
Sea,Oct,WA,Broome,Cattle,Productive,Indonesia, 95 ,2018
Air,Oct,NSW,Sydney,Alpacas,Breeder,South Korea, 8 ,2018
Air,Oct,NSW,Sydney,Goats,Breeder,Sabah, 610 ,2018
Sea,Oct,NT,Darwin,Cattle,Feeder,Vietnam," 1,150 ",2018
Air,Oct,VIC,Melbourne,Cattle,Breeder,Vietnam, 231 ,2018
Sea,Oct,QLD,Karumba,Cattle,Feeder,Indonesia," 3,829 ",2018
Air,Oct,NSW,Sydney,Alpacas,Breeder,Philippines, 75 ,2018
Air,Oct,NSW,Sydney,Camels,Breeder,Philippines, 4 ,2018
Air,Oct,NSW,Sydney,Sheep,Breeder,Philippines, 278 ,2018
Air,Oct,NSW,Sydney,Goats,Breeder,Philippines, 450 ,2018
Air,Oct,VIC,Melbourne,Cattle,Breeder,United Arab Emirates, 133 ,2018
Air,Oct,NSW,Sydney,Sheep,Slaughter,Malaysia," 1,577 ",2018
Sea,Oct,QLD,Townsville,Cattle,Productive,Indonesia, 634 ,2018
Sea,Oct,NT,Darwin,Cattle,Productive,Indonesia," 1,225 ",2018
Sea,Oct,WA,Wyndham,Cattle,Feeder,Indonesia," 6,356 ",2018
Sea,Oct,QLD,Townsville,Cattle,Feeder,Vietnam," 3,309 ",2018
